declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
73065,2,NY,New York                      ,0,1973-06-21T00:00:00.000Z,Major Disaster,SEVERE HIGH WINDS,Severe Storm,1973-07-10T00:00:00.000Z,1973-07-10T00:00:00.000Z,Turndown,1973-07-10T00:00:00.000Z,0,0,0,0,73065,1973-07-10T00:00:00.000Z,1a234065-0290-455e-99d5-3c1fbec530be
73066,1,VT,Vermont                       ,0,1973-06-28T00:00:00.000Z,Major Disaster,TORNADO & FLOODING,Tsunami,1973-07-06T00:00:00.000Z,1973-07-06T00:00:00.000Z,Turndown,1973-07-06T00:00:00.000Z,0,0,0,0,73066,1973-07-06T00:00:00.000Z,074b96ee-e695-46c4-8cc0-1421e021aa6d
73071,5,OH,Ohio                          ,0,1973-07-05T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1973-07-31T00:00:00.000Z,1973-07-31T00:00:00.000Z,Turndown,1973-07-31T00:00:00.000Z,0,0,0,0,73071,1973-07-31T00:00:00.000Z,e55b7df8-3ea0-414d-9cac-ef195f5d7aca
73072,5,MI,Michigan                      ,0,1973-07-09T00:00:00.000Z,Major Disaster,LAKESHORE,Mud/Landslide,1973-07-26T00:00:00.000Z,1973-07-26T00:00:00.000Z,Turndown,1973-07-26T00:00:00.000Z,0,0,0,0,73072,1973-07-26T00:00:00.000Z,9a31d966-6a30-4973-9f05-e87d33ec3af0
73073,3,WV,West Virginia                 ,0,1973-07-09T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-07-25T00:00:00.000Z,1973-07-25T00:00:00.000Z,Turndown,1973-07-25T00:00:00.000Z,0,0,0,0,73073,1973-07-25T00:00:00.000Z,dc98c35d-b9d1-485a-a8f2-15e89841b58b
73074,7,IA,Iowa                          ,0,1973-07-13T00:00:00.000Z,Major Disaster,"SEVERE STORMS, HIGH WINDS & FLOODING",Flood,1973-07-26T00:00:00.000Z,1973-07-26T00:00:00.000Z,Turndown,1973-07-26T00:00:00.000Z,0,0,0,0,73074,1973-07-26T00:00:00.000Z,81a15a9d-d3e2-4644-aed5-97f2ed4c5e70
73075,3,PA,Pennsylvania                  ,0,1973-07-31T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-08-09T00:00:00.000Z,1973-08-09T00:00:00.000Z,Turndown,1973-08-09T00:00:00.000Z,0,0,0,0,73075,1973-08-09T00:00:00.000Z,95d1b761-b31a-4fa5-8506-f97f75e1c835
73078,6,TX,Texas                         ,0,1973-08-09T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-08-24T00:00:00.000Z,1973-08-24T00:00:00.000Z,Turndown,1973-08-24T00:00:00.000Z,0,0,0,0,73078,1973-08-24T00:00:00.000Z,0855d54c-3448-4504-b244-dccf12857874
73079,5,IN,Indiana                       ,0,1973-08-10T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-08-29T00:00:00.000Z,1973-08-29T00:00:00.000Z,Turndown,1973-08-29T00:00:00.000Z,0,0,0,0,73079,1973-08-29T00:00:00.000Z,e597ef91-6509-4215-9d13-b79af4369d19
73080,8,MT,Montana                       ,0,1973-08-17T00:00:00.000Z,Major Disaster,FIRE (CITY OF BUTTE),Fire,1973-09-19T00:00:00.000Z,1973-09-19T00:00:00.000Z,Turndown,1973-09-19T00:00:00.000Z,0,0,0,0,73080,1973-09-19T00:00:00.000Z,b1a08968-a408-42c7-a1bf-139bfc6bd29f
73089,4,FL,Florida                       ,0,1973-08-31T00:00:00.000Z,Emergency,TEMPORARY HOUSING,Other,1973-09-07T00:00:00.000Z,1973-09-07T00:00:00.000Z,Turndown,1973-09-07T00:00:00.000Z,0,0,0,0,73089,1973-09-07T00:00:00.000Z,bcad045a-f798-4996-8b74-8be3f0f18dde
73091,1,ME,Maine                         ,0,1973-09-07T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-09-24T00:00:00.000Z,1973-09-24T00:00:00.000Z,Turndown,1973-09-24T00:00:00.000Z,0,0,0,0,73091,1973-09-24T00:00:00.000Z,b627e33a-7cc1-4129-a526-b4e8e64c46c7
73093,6,TX,Texas                         ,0,1973-09-11T00:00:00.000Z,Major Disaster,FLOODING (TROPICAL STORM DELIA),Flood,1973-10-09T00:00:00.000Z,1973-10-09T00:00:00.000Z,Turndown,1973-10-09T00:00:00.000Z,0,0,0,0,73093,1973-10-09T00:00:00.000Z,393739af-49e4-4798-88d3-436337759a87
73094,8,UT,Utah                          ,0,1973-09-18T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1973-10-09T00:00:00.000Z,1973-10-09T00:00:00.000Z,Turndown,1973-10-09T00:00:00.000Z,0,0,0,0,73094,1973-10-09T00:00:00.000Z,4c48b168-11b1-4e11-97a1-d270a6bfb163
73095,4,SC,South Carolina                ,0,1973-09-20T00:00:00.000Z,Emergency,FLOODING,Flood,1973-09-28T00:00:00.000Z,1973-09-28T00:00:00.000Z,Turndown,1973-09-28T00:00:00.000Z,0,0,0,0,73095,1973-09-28T00:00:00.000Z,fd23a06a-591b-408b-b8cc-83ea77387a0f
73096,5,OH,Ohio                          ,0,1973-09-21T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1973-10-19T00:00:00.000Z,1973-10-19T00:00:00.000Z,Turndown,1973-10-19T00:00:00.000Z,0,0,0,0,73096,1973-10-19T00:00:00.000Z,8fe30f27-7215-4114-8295-1a4a892bff24
73098,6,TX,Texas                         ,0,1973-10-02T00:00:00.000Z,Emergency,FLOODING,Flood,1973-10-26T00:00:00.000Z,1973-10-26T00:00:00.000Z,Turndown,1973-10-26T00:00:00.000Z,0,0,0,0,73098,1973-10-26T00:00:00.000Z,e43fcd1e-b2dc-4179-908b-ea9172a41bef
73099,4,GA,Georgia                       ,0,1973-10-02T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-11-08T00:00:00.000Z,1973-11-08T00:00:00.000Z,Turndown,1973-11-08T00:00:00.000Z,0,0,0,0,73099,1973-11-08T00:00:00.000Z,06870523-4c1f-4f3e-954d-d72a91c36e9a
73106,1,CT,Connecticut                   ,0,1973-10-30T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1973-11-30T00:00:00.000Z,1973-11-30T00:00:00.000Z,Turndown,1973-11-30T00:00:00.000Z,0,0,0,0,73106,1973-11-30T00:00:00.000Z,f27f0788-d3e2-4ba5-a9a1-296985b9104f
73108,5,IN,Indiana                       ,0,1973-11-15T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1973-11-30T00:00:00.000Z,1973-11-30T00:00:00.000Z,Turndown,1973-11-30T00:00:00.000Z,0,0,0,0,73108,1973-11-30T00:00:00.000Z,76dd0dc4-032d-491a-bfff-265283722ed3
73110,4,MS,Mississippi                   ,0,1973-11-30T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1973-12-20T00:00:00.000Z,1973-12-20T00:00:00.000Z,Turndown,1973-12-20T00:00:00.000Z,0,0,0,0,73110,1973-12-20T00:00:00.000Z,df45cf5c-28c6-4b0a-8ad7-64f1af9f155b
73111,4,KY,Kentucky                      ,0,1973-12-06T00:00:00.000Z,Major Disaster,FLOODING,Flood,1973-12-27T00:00:00.000Z,1973-12-27T00:00:00.000Z,Turndown,1973-12-27T00:00:00.000Z,0,0,0,0,73111,1973-12-27T00:00:00.000Z,12aa0fd1-54d9-4e1a-8944-8d0496fa3a6f
73112,6,AR,Arkansas                      ,0,1973-12-10T00:00:00.000Z,Major Disaster,TORNADOES & FLOODING,Tsunami,1974-01-03T00:00:00.000Z,1974-01-03T00:00:00.000Z,Turndown,1974-01-03T00:00:00.000Z,0,0,0,0,73112,1974-01-03T00:00:00.000Z,b961a50c-7e53-4342-86cb-86085cd65c77
73113,4,SC,South Carolina                ,0,1973-12-14T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1974-01-03T00:00:00.000Z,1974-01-03T00:00:00.000Z,Turndown,1974-01-03T00:00:00.000Z,0,0,0,0,73113,1974-01-03T00:00:00.000Z,e68e5bc9-726e-4bf3-8509-dac17e5fe78a
73114,4,GA,Georgia                       ,0,1973-12-18T00:00:00.000Z,Major Disaster,TORNADOES,Tornado,1974-01-04T00:00:00.000Z,1974-01-04T00:00:00.000Z,Turndown,1974-01-04T00:00:00.000Z,0,0,0,0,73114,1974-01-04T00:00:00.000Z,11b7b0c6-40f7-4857-b742-bf6fa39b5173
74001,10,WA,Washington                    ,0,1974-01-02T00:00:00.000Z,Major Disaster,COASTAL FLOODING,Flood,1974-01-16T00:00:00.000Z,1974-01-16T00:00:00.000Z,Turndown,1974-01-16T00:00:00.000Z,0,0,0,0,74001,1974-01-16T00:00:00.000Z,e733d7f1-e142-45a4-a7d2-64ec4263cf24
74004,1,CT,Connecticut                   ,0,1974-01-03T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1974-02-14T00:00:00.000Z,1974-02-14T00:00:00.000Z,Turndown,1974-02-14T00:00:00.000Z,0,0,0,0,74004,1974-02-14T00:00:00.000Z,3d17c0d3-246f-4233-b30e-311cca700422
74005,8,UT,Utah                          ,0,1974-01-04T00:00:00.000Z,Emergency,AVALANCHE,Mud/Landslide,1974-01-31T00:00:00.000Z,1974-01-31T00:00:00.000Z,Turndown,1974-01-31T00:00:00.000Z,0,0,0,0,74005,1974-01-31T00:00:00.000Z,d92f9361-6fa2-4a0c-bedd-50c5b5ce8dc9
74007,7,KS,Kansas                        ,0,1974-01-16T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1974-02-04T00:00:00.000Z,1974-02-04T00:00:00.000Z,Turndown,1974-02-04T00:00:00.000Z,0,0,0,0,74007,1974-02-04T00:00:00.000Z,532822be-9138-4ad8-a36c-d53c1e5a299c
74012,6,TX,Texas                         ,0,1974-01-22T00:00:00.000Z,Major Disaster,BEACH EROSION,Mud/Landslide,1974-03-01T00:00:00.000Z,1974-03-01T00:00:00.000Z,Turndown,1974-03-01T00:00:00.000Z,0,0,0,0,74012,1974-03-01T00:00:00.000Z,158ab7f5-ac91-406c-91f8-37aa6838cf68
74014,4,MS,Mississippi                   ,0,1974-01-24T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1974-02-19T00:00:00.000Z,1974-02-19T00:00:00.000Z,Turndown,1974-02-19T00:00:00.000Z,0,0,0,0,74014,1974-02-19T00:00:00.000Z,91a08530-97b1-4ccd-a32f-03a1c7bc8d51
74015,2,NY,New York                      ,0,1974-02-05T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1974-02-27T00:00:00.000Z,1974-02-27T00:00:00.000Z,Turndown,1974-02-27T00:00:00.000Z,0,0,0,0,74015,1974-02-27T00:00:00.000Z,a410c69c-1817-4968-ab0b-310351f4d111
74017,6,TX,Texas                         ,0,1974-02-08T00:00:00.000Z,Major Disaster,FLOODING,Flood,1974-03-13T00:00:00.000Z,1974-03-13T00:00:00.000Z,Turndown,1974-03-13T00:00:00.000Z,0,0,0,0,74017,1974-03-13T00:00:00.000Z,166a2d24-63be-4b7e-9644-bb46023638c6
74018,10,WA,Washington                    ,0,1974-02-15T00:00:00.000Z,Emergency,TUSSOCK MOTH INFESTATION,Crop Losses,1974-04-25T00:00:00.000Z,1974-04-25T00:00:00.000Z,Turndown,1974-04-25T00:00:00.000Z,0,0,0,0,74018,1974-04-25T00:00:00.000Z,0d5e2bb3-a566-48fe-af15-69e42eccca10
74019,10,OR,Oregon                        ,0,1974-02-28T00:00:00.000Z,Emergency,TUSSOCK MOTH INFESTATION,Crop Losses,1974-04-25T00:00:00.000Z,1974-04-25T00:00:00.000Z,Turndown,1974-04-25T00:00:00.000Z,0,0,0,0,74019,1974-04-25T00:00:00.000Z,0a272f04-693c-4a5f-93fe-f48adf67ffb2
74020,7,MO,Missouri                      ,0,1974-03-11T00:00:00.000Z,Major Disaster,ICE JAMS (CHARITON RIVER),Snowstorm,1974-04-01T00:00:00.000Z,1974-04-01T00:00:00.000Z,Turndown,1974-04-01T00:00:00.000Z,0,0,0,0,74020,1974-04-01T00:00:00.000Z,1de7c386-8574-4e74-8cef-ecd1bba950ea
74022,4,GA,Georgia                       ,0,1974-03-27T00:00:00.000Z,Emergency,SEVERE HIGH WINDS,Severe Storm,1974-04-17T00:00:00.000Z,1974-04-17T00:00:00.000Z,Turndown,1974-04-17T00:00:00.000Z,0,0,0,0,74022,1974-04-17T00:00:00.000Z,6e9f9a06-5294-4141-b42f-4ec0d08f0622
74024,6,LA,Louisiana                     ,0,1974-04-01T00:00:00.000Z,Emergency,TORNADO,Tornado,1974-04-05T00:00:00.000Z,1974-04-05T00:00:00.000Z,Turndown,1974-04-05T00:00:00.000Z,0,0,0,0,74024,1974-04-05T00:00:00.000Z,9f0c3f85-17c7-4036-af43-5ce0775705db
74025,9,CA,California                    ,0,1974-04-03T00:00:00.000Z,Emergency,FLOODS,Flood,1974-04-17T00:00:00.000Z,1974-04-17T00:00:00.000Z,Turndown,1974-04-17T00:00:00.000Z,0,0,0,0,74025,1974-04-17T00:00:00.000Z,3f98c76b-4727-4d46-b65c-b475621a9c02
74036,3,VA,Virginia                      ,0,1974-04-09T00:00:00.000Z,Emergency,SEVERE STORMS & TORNADOES,Tornado,1974-04-25T00:00:00.000Z,1974-04-25T00:00:00.000Z,Turndown,1974-04-25T00:00:00.000Z,0,0,0,0,74036,1974-04-25T00:00:00.000Z,a1b061ff-57b1-443d-91e5-b331d83e90fa
74039,7,NE,Nebraska                      ,0,1974-04-24T00:00:00.000Z,Emergency,TORNADOES,Tornado,1974-05-06T00:00:00.000Z,1974-05-06T00:00:00.000Z,Turndown,1974-05-06T00:00:00.000Z,0,0,0,0,74039,1974-05-06T00:00:00.000Z,5e3a6733-134d-4d3b-a028-6d28a46f7eaa
74044,1,ME,Maine                         ,0,1974-05-06T00:00:00.000Z,Major Disaster,FLOODING,Flood,1974-05-23T00:00:00.000Z,1974-05-23T00:00:00.000Z,Turndown,1974-05-23T00:00:00.000Z,0,0,0,0,74044,1974-05-23T00:00:00.000Z,73d09dc3-6692-4b24-b67c-988b30429f58
74048,4,GA,Georgia                       ,0,1974-05-15T00:00:00.000Z,Emergency,SEVERE STORMS & FLOODING,Flood,1974-05-24T00:00:00.000Z,1974-05-24T00:00:00.000Z,Turndown,1974-05-24T00:00:00.000Z,0,0,0,0,74048,1974-05-24T00:00:00.000Z,d3b443cc-b7de-40c5-bd45-394d748cda25
74050,4,TN,Tennessee                     ,0,1974-05-20T00:00:00.000Z,Emergency,FLASH FLOOD,Flood,1974-06-03T00:00:00.000Z,1974-06-03T00:00:00.000Z,Turndown,1974-06-03T00:00:00.000Z,0,0,0,0,74050,1974-06-03T00:00:00.000Z,d4d898e4-83eb-4275-8946-d60672891de6
74052,9,FM,Federated States of Micronesia,0,1974-05-21T00:00:00.000Z,Major Disaster,SEAWALL DAMAGE,Coastal Storm,1974-06-10T00:00:00.000Z,1974-06-10T00:00:00.000Z,Turndown,1974-06-10T00:00:00.000Z,0,0,0,0,74052,1974-06-10T00:00:00.000Z,8bfdb35e-6533-4c44-bb8b-7ee1cd31918c
74053,2,NY,New York                      ,0,1974-05-22T00:00:00.000Z,Major Disaster,FLOODS,Flood,1974-06-10T00:00:00.000Z,1974-06-10T00:00:00.000Z,Turndown,1974-06-10T00:00:00.000Z,0,0,0,0,74053,1974-06-10T00:00:00.000Z,0c4fe108-2ff2-4377-85ca-de823b7bead4
74061,6,TX,Texas                         ,0,1974-06-12T00:00:00.000Z,Emergency,SEVERE STORMS,Severe Storm,1974-06-27T00:00:00.000Z,1974-06-27T00:00:00.000Z,Turndown,1974-06-27T00:00:00.000Z,0,0,0,0,74061,1974-06-27T00:00:00.000Z,773376cb-98c4-4061-9f32-4652dbf55e07
74063,6,LA,Louisiana                     ,0,1974-06-17T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1974-07-11T00:00:00.000Z,1974-07-11T00:00:00.000Z,Turndown,1974-07-11T00:00:00.000Z,0,0,0,0,74063,1974-07-11T00:00:00.000Z,bd397689-f1f5-4c5a-b814-cac5fae52240
74065,5,IN,Indiana                       ,0,1974-06-24T00:00:00.000Z,Major Disaster,TORNADO & HEAVY RAINS,Tornado,1974-07-10T00:00:00.000Z,1974-07-10T00:00:00.000Z,Turndown,1974-07-10T00:00:00.000Z,0,0,0,0,74065,1974-07-10T00:00:00.000Z,032fa14e-dfef-4586-8146-7a1911494053
74067,5,MN,Minnesota                     ,0,1974-06-27T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1974-07-12T00:00:00.000Z,1974-07-12T00:00:00.000Z,Turndown,1974-07-12T00:00:00.000Z,0,0,0,0,74067,1974-07-12T00:00:00.000Z,8e540f68-002f-4098-848c-29f67386c59a
74068,2,NY,New York                      ,0,1974-03-21T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1974-05-09T00:00:00.000Z,1974-05-09T00:00:00.000Z,Turndown,1974-05-09T00:00:00.000Z,0,0,0,0,74068,1974-05-09T00:00:00.000Z,628134f8-7a1d-48c4-8c95-817f121724a9
75002,4,AL,Alabama                       ,0,1974-07-02T00:00:00.000Z,Major Disaster,SHRIMP FISHERY,Fishing Losses,1974-07-29T00:00:00.000Z,1974-07-29T00:00:00.000Z,Turndown,1974-07-29T00:00:00.000Z,0,0,0,0,75002,1974-07-29T00:00:00.000Z,d99b5de6-bb85-464d-82cb-1349d731faf4
75004,4,FL,Florida                       ,0,1974-07-03T00:00:00.000Z,Major Disaster,SEVERE STORMS & FLOODING,Flood,1974-07-30T00:00:00.000Z,1974-07-30T00:00:00.000Z,Turndown,1974-07-30T00:00:00.000Z,0,0,0,0,75004,1974-07-30T00:00:00.000Z,f7c1ed0c-ba0f-448c-8b3f-906c429c98cc
75005,3,PA,Pennsylvania                  ,0,1974-07-05T00:00:00.000Z,Emergency,FLOODING,Flood,1974-07-10T00:00:00.000Z,1974-07-10T00:00:00.000Z,Turndown,1974-07-10T00:00:00.000Z,0,0,0,0,75005,1974-07-10T00:00:00.000Z,ee54a0ac-16be-4cb2-9d04-1385254ecc1f
75006,1,ME,Maine                         ,0,1974-07-08T00:00:00.000Z,Emergency,SEVERE STORMS,Severe Storm,1974-07-18T00:00:00.000Z,1974-07-18T00:00:00.000Z,Turndown,1974-07-18T00:00:00.000Z,0,0,0,0,75006,1974-07-18T00:00:00.000Z,e2c07f87-6fe1-4108-af13-a8552e01434a
75008,3,PA,Pennsylvania                  ,0,1974-07-09T00:00:00.000Z,Major Disaster,"SEVERE STORMS, RAINS, HAIL & WINDS",Severe Storm,1974-07-29T00:00:00.000Z,1974-07-29T00:00:00.000Z,Turndown,1974-07-29T00:00:00.000Z,0,0,0,0,75008,1974-07-29T00:00:00.000Z,aa57e440-7646-45b4-9ffa-f699c83c6e96
75011,5,WI,Wisconsin                     ,0,1974-07-24T00:00:00.000Z,Emergency,FLOODING,Flood,1974-08-15T00:00:00.000Z,1974-08-15T00:00:00.000Z,Turndown,1974-08-15T00:00:00.000Z,0,0,0,0,75011,1974-08-15T00:00:00.000Z,ec3f180b-0222-4103-b54b-3ba520e4a68b
75012,2,NY,New York                      ,0,1974-07-29T00:00:00.000Z,Emergency,LAKESHORE EROSION,Mud/Landslide,1974-08-15T00:00:00.000Z,1974-08-15T00:00:00.000Z,Turndown,1974-08-15T00:00:00.000Z,0,0,0,0,75012,1974-08-15T00:00:00.000Z,cf275d11-3517-411c-af38-6ebb651e9398
75013,1,VT,Vermont                       ,0,1974-08-02T00:00:00.000Z,Emergency,URBAN FIRE (BURLINGTON),Fire,1974-08-15T00:00:00.000Z,1974-08-15T00:00:00.000Z,Turndown,1974-08-15T00:00:00.000Z,0,0,0,0,75013,1974-08-15T00:00:00.000Z,8bed67d8-35f1-4b03-9902-79079065e7fa
75014,4,TN,Tennessee                     ,0,1974-08-05T00:00:00.000Z,Emergency,BRIDGE DAMAGE,Other,1974-08-23T00:00:00.000Z,1974-08-23T00:00:00.000Z,Turndown,1974-08-23T00:00:00.000Z,0,0,0,0,75014,1974-08-23T00:00:00.000Z,a605daf4-298e-4884-8e8b-1fbca0494263
75015,5,IL,Illinois                      ,0,1974-07-30T00:00:00.000Z,Major Disaster,TRAIN EXPLOSION & FIRE,Other,1974-08-23T00:00:00.000Z,1974-08-23T00:00:00.000Z,Turndown,1974-08-23T00:00:00.000Z,0,0,0,0,75015,1974-08-23T00:00:00.000Z,59470a49-4f12-4523-8b5c-8172cbe86416
75017,5,MI,Michigan                      ,0,1974-08-12T00:00:00.000Z,Major Disaster,HEAVY RAINS & HIGH WINDS,Severe Storm,1974-08-29T00:00:00.000Z,1974-08-29T00:00:00.000Z,Turndown,1974-08-29T00:00:00.000Z,0,0,0,0,75017,1974-08-29T00:00:00.000Z,1d183b79-63be-43b2-aa02-0accabfcf368
75019,3,PA,Pennsylvania                  ,0,1974-08-14T00:00:00.000Z,Emergency,FLOODING,Flood,1974-08-27T00:00:00.000Z,1974-08-27T00:00:00.000Z,Turndown,1974-08-27T00:00:00.000Z,0,0,0,0,75019,1974-08-27T00:00:00.000Z,d21da4b5-5323-42a7-a77c-d79d5ca3a82d
75020,7,IA,Iowa                          ,0,1974-08-15T00:00:00.000Z,Emergency,TORNADO,Tornado,1974-08-27T00:00:00.000Z,1974-08-27T00:00:00.000Z,Turndown,1974-08-27T00:00:00.000Z,0,0,0,0,75020,1974-08-27T00:00:00.000Z,738713c1-a351-474f-a80c-017a36da579c
75022,7,KS,Kansas                        ,0,1974-08-23T00:00:00.000Z,Emergency,SEVERE STORMS,Severe Storm,1974-09-11T00:00:00.000Z,1974-09-11T00:00:00.000Z,Turndown,1974-09-11T00:00:00.000Z,0,0,0,0,75022,1974-09-11T00:00:00.000Z,b5f06970-295e-44f9-be3b-2025438461ec
75023,3,PA,Pennsylvania                  ,0,1974-08-22T00:00:00.000Z,Emergency,FLOODING,Flood,1974-09-11T00:00:00.000Z,1974-09-11T00:00:00.000Z,Turndown,1974-09-11T00:00:00.000Z,0,0,0,0,75023,1974-09-11T00:00:00.000Z,9a5fb88b-7d97-4fe7-bec9-a395a8adb960
75026,3,PA,Pennsylvania                  ,0,1974-09-19T00:00:00.000Z,Emergency,FLOODING,Flood,1974-10-04T00:00:00.000Z,1974-10-04T00:00:00.000Z,Turndown,1974-10-04T00:00:00.000Z,0,0,0,0,75026,1974-10-04T00:00:00.000Z,9a03cb5c-870c-4b70-88c5-fffde48eefc4
75027,1,ME,Maine                         ,0,1974-09-19T00:00:00.000Z,Emergency,RED TIDE,Fishing Losses,1974-10-16T00:00:00.000Z,1974-10-16T00:00:00.000Z,Turndown,1974-10-16T00:00:00.000Z,0,0,0,0,75027,1974-10-16T00:00:00.000Z,172ec704-511e-4791-8189-6852c6965018
75028,8,CO,Colorado                      ,0,1974-09-19T00:00:00.000Z,Emergency,URBAN FIRE,Fire,1974-10-04T00:00:00.000Z,1974-10-04T00:00:00.000Z,Turndown,1974-10-04T00:00:00.000Z,0,0,0,0,75028,1974-10-04T00:00:00.000Z,78689962-cf65-4434-8bfd-e768881a302a
75030,2,NY,New York                      ,0,1974-09-25T00:00:00.000Z,Major Disaster,HEAVY RAINS & FLOODING,Flood,1974-10-09T00:00:00.000Z,1974-10-09T00:00:00.000Z,Turndown,1974-10-09T00:00:00.000Z,0,0,0,0,75030,1974-10-09T00:00:00.000Z,985f2998-2f27-4b95-a71e-04511d1c21ae
75031,6,TX,Texas                         ,0,1974-10-09T00:00:00.000Z,Major Disaster,FLOODING,Flood,1974-10-25T00:00:00.000Z,1974-10-25T00:00:00.000Z,Turndown,1974-10-25T00:00:00.000Z,0,0,0,0,75031,1974-10-25T00:00:00.000Z,9ee2e02a-2562-41d1-8c3d-af4f359f8d5a
75032,10,WA,Washington                    ,0,1974-10-29T00:00:00.000Z,Major Disaster,COMMERCIAL SALMON FISHING,Fishing Losses,1974-11-12T00:00:00.000Z,1974-11-12T00:00:00.000Z,Turndown,1974-11-12T00:00:00.000Z,0,0,0,0,75032,1974-11-12T00:00:00.000Z,af4de161-5614-42fc-9011-e5452898dee5
75033,6,NM,New Mexico                    ,0,1974-10-25T00:00:00.000Z,Emergency,TORNADO,Tornado,1974-11-12T00:00:00.000Z,1974-11-12T00:00:00.000Z,Turndown,1974-11-12T00:00:00.000Z,0,0,0,0,75033,1974-11-12T00:00:00.000Z,b2fe72d7-8f19-415b-b41b-94dd90d59900
75035,8,MT,Montana                       ,0,1974-10-30T00:00:00.000Z,Emergency,URBAN FIRE (SHERIDAN),Fire,1974-11-18T00:00:00.000Z,1974-11-18T00:00:00.000Z,Turndown,1974-11-18T00:00:00.000Z,0,0,0,0,75035,1974-11-18T00:00:00.000Z,2068ce27-4216-4f5d-813e-982d518b9f35
75036,2,NY,New York                      ,0,1974-10-30T00:00:00.000Z,Emergency,FLOODING (NYS BARGE CANAL),Flood,1974-11-02T00:00:00.000Z,1974-11-02T00:00:00.000Z,Turndown,1974-11-02T00:00:00.000Z,0,0,0,0,75036,1974-11-02T00:00:00.000Z,cbb5487e-319b-4ee5-83ba-853fd5ab8367
75038,2,NY,New York                      ,0,1974-11-01T00:00:00.000Z,Emergency,URBAN FIRE (CARMEL),Fire,1974-11-11T00:00:00.000Z,1974-11-11T00:00:00.000Z,Turndown,1974-11-11T00:00:00.000Z,0,0,0,0,75038,1974-11-11T00:00:00.000Z,bc05f67b-046a-45e7-902c-564b9f5d7c0e
75045,3,MD,Maryland                      ,0,1974-12-10T00:00:00.000Z,Emergency,SEVERE STORMS,Severe Storm,1974-12-20T00:00:00.000Z,1974-12-20T00:00:00.000Z,Turndown,1974-12-20T00:00:00.000Z,0,0,0,0,75045,1974-12-20T00:00:00.000Z,cd5c8697-ece6-4a23-84ac-ceaab20fc91c
75046,2,NJ,New Jersey                    ,0,1974-12-12T00:00:00.000Z,Emergency,SEVERE STORMS & FLOODING,Flood,1974-12-20T00:00:00.000Z,1974-12-20T00:00:00.000Z,Turndown,1974-12-20T00:00:00.000Z,0,0,0,0,75046,1974-12-20T00:00:00.000Z,6bb7eb14-3107-40e2-a670-54306323603d
75049,3,VA,Virginia                      ,0,1974-12-31T00:00:00.000Z,Emergency,SEVERE STORMS,Severe Storm,1975-01-14T00:00:00.000Z,1975-01-14T00:00:00.000Z,Turndown,1975-01-14T00:00:00.000Z,0,0,0,0,75049,1975-01-14T00:00:00.000Z,331ded71-aa36-4c43-b86c-75f5b45d979f
75050,1,MA,Massachusetts                 ,0,1975-01-05T00:00:00.000Z,Emergency,URBAN FIRE (MIDDLEBORO),Fire,1975-01-09T00:00:00.000Z,1975-01-09T00:00:00.000Z,Turndown,1975-01-09T00:00:00.000Z,0,0,0,0,75050,1975-01-09T00:00:00.000Z,60394217-b53c-4413-bb01-375c60c64677
75053,4,GA,Georgia                       ,0,1975-01-18T00:00:00.000Z,Emergency,TORNADOES,Tornado,1975-01-24T00:00:00.000Z,1975-01-24T00:00:00.000Z,Turndown,1975-01-24T00:00:00.000Z,0,0,0,0,75053,1975-01-24T00:00:00.000Z,443dc5f1-64f0-4e4a-8769-786cc3fbe3b5
75054,1,RI,Rhode Island                  ,0,1975-01-27T00:00:00.000Z,Emergency,URBAN FIRE (NEWPORT),Fire,1975-02-04T00:00:00.000Z,1975-02-04T00:00:00.000Z,Turndown,1975-02-04T00:00:00.000Z,0,0,0,0,75054,1975-02-04T00:00:00.000Z,662f96af-8413-4829-b3c8-37c848ee6865
